time,Compression Type,Page Size,Cluster Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-15_12:36:35,lz4,65536,52428800,1,True,0.00,0.00,0.000,0.000,1103485213,1064.613,448536.8,1065.7,1065.6,1064.5,1069.3,1065.9,1064.2,1061.1,1062.6,1063.4,1063.9,448960.0,447928.0,448956.0,448188.0,448692.0,448836.0,448380.0,449016.0,448196.0,448216.0
23-06-15_12:37:23,lz4,65536,41943040,1,True,1.34,-0.00,-0.038,4.063,1103488306,1064.207,430310.8,1063.6,1067.7,1065.7,1060.1,1066.0,1062.1,1064.2,1060.8,1067.5,1064.4,430316.0,430112.0,429612.0,429980.0,431056.0,430452.0,430776.0,430188.0,431252.0,429364.0
23-06-15_12:38:10,lz4,65536,52428800,1,False,0.00,0.00,-0.117,0.118,1103485213,1063.363,448005.6,1061.6,1063.9,1064.9,1061.8,1066.2,1059.9,1059.1,1067.8,1062.8,1065.8,448416.0,448076.0,447992.0,448280.0,447060.0,448540.0,447892.0,447612.0,448264.0,447924.0
23-06-15_12:38:58,lz4,65536,52428800,1,False,-0.13,0.00,-0.578,0.180,1103485213,1058.458,447731.2,1063.0,1058.6,1058.1,1062.1,1061.3,1057.2,1061.5,1056.7,1047.3,1058.7,447620.0,447872.0,447708.0,447184.0,447808.0,447676.0,447992.0,448188.0,447844.0,447420.0
23-06-15_12:39:46,lz4,65536,41943040,2,False,-1.21,-0.00,0.511,-4.127,1103488306,1070.050,467049.6,1069.7,1066.2,1066.2,1072.4,1071.9,1073.1,1072.5,1067.0,1074.7,1066.8,468636.0,467236.0,466340.0,466616.0,467240.0,467540.0,467468.0,466436.0,466268.0,466716.0
23-06-15_12:40:32,lz4,32768,41943040,1,False,-2.50,-0.34,-11.129,3.987,1107272960,946.133,430654.8,946.4,950.9,943.2,943.1,951.8,953.8,945.0,930.7,950.5,945.8,429264.0,430560.0,430640.0,430496.0,430652.0,430428.0,430584.0,430808.0,432148.0,430968.0
23-06-15_12:41:20,lz4,65536,52428800,1,False,-0.03,0.00,-0.189,0.104,1103485213,1062.599,448070.8,1062.3,1064.5,1059.5,1064.8,1061.9,1063.6,1058.7,1064.5,1069.6,1056.5,447772.0,447800.0,448112.0,447836.0,447800.0,448876.0,447400.0,448384.0,448296.0,448432.0
23-06-15_12:42:08,lz4,65536,41943040,2,False,-1.35,-0.00,0.242,-4.297,1103488306,1067.188,467811.6,1061.4,1065.9,1055.9,1067.2,1070.2,1070.6,1071.7,1073.9,1065.3,1069.8,465892.0,467472.0,476672.0,466616.0,466696.0,466812.0,467284.0,466620.0,467088.0,466964.0
23-06-15_12:42:56,lz4,65536,41943040,2,False,-1.29,-0.00,0.433,-4.290,1103488306,1069.222,467781.2,1067.6,1069.4,1068.6,1069.0,1073.1,1070.6,1073.4,1072.4,1067.5,1060.6,466952.0,466436.0,466324.0,467224.0,466156.0,466884.0,466944.0,466588.0,467096.0,477208.0
23-06-15_12:43:47,lz4,131072,41943040,1,True,6.09,0.24,14.670,3.358,1100870052,1220.795,433473.6,1217.4,1225.8,1219.1,1214.9,1217.1,1223.0,1217.0,1227.5,1229.9,1216.2,433096.0,433708.0,433232.0,433676.0,433876.0,433748.0,433684.0,432728.0,433200.0,433788.0
23-06-15_12:44:37,lz4,131072,41943040,2,False,3.51,0.24,14.930,-4.630,1100870052,1223.555,469304.8,1223.5,1227.2,1228.7,1211.7,1227.2,1224.1,1224.2,1226.4,1225.2,1217.5,469480.0,469068.0,469304.0,469496.0,469540.0,468976.0,469504.0,469248.0,469136.0,469296.0
23-06-15_12:45:27,lz4,131072,41943040,2,False,3.50,0.24,14.938,-4.683,1100870052,1223.646,469541.2,1224.4,1225.8,1220.2,1231.3,1227.6,1227.9,1226.4,1218.8,1208.1,1226.0,469800.0,469560.0,469116.0,469780.0,469716.0,469496.0,469644.0,469316.0,469400.0,469584.0
23-06-15_12:46:17,lz4,131072,31457280,1,True,6.84,0.24,18.769,1.504,1100862911,1264.426,441791.2,1266.3,1263.9,1253.8,1268.1,1268.8,1265.9,1275.8,1259.1,1267.4,1255.2,441636.0,441724.0,441924.0,441836.0,441908.0,441796.0,441892.0,441752.0,441576.0,441868.0
23-06-15_12:47:07,lz4,131072,31457280,2,False,-1.67,0.24,19.467,-24.727,1100862911,1271.863,559446.4,1272.9,1274.7,1261.3,1267.1,1275.1,1273.4,1269.8,1276.9,1273.3,1274.2,546304.0,520760.0,546204.0,572460.0,598652.0,546268.0,598876.0,572752.0,546408.0,545780.0
23-06-15_12:47:57,lz4,131072,31457280,2,False,-0.75,0.24,18.756,-21.254,1100862911,1264.297,543870.4,1260.7,1270.5,1269.1,1271.0,1272.9,1268.7,1256.0,1265.9,1253.0,1255.2,546096.0,546084.0,572268.0,546620.0,520952.0,546328.0,546368.0,546132.0,521412.0,546444.0
23-06-15_12:48:48,lz4,131072,41943040,1,False,6.20,0.24,15.076,3.283,1100870052,1225.110,433812.4,1228.9,1219.5,1226.5,1231.8,1219.5,1231.3,1223.8,1220.4,1223.0,1226.5,432848.0,433296.0,434840.0,434092.0,434772.0,433464.0,433572.0,433776.0,433980.0,433484.0
23-06-15_12:49:35,lz4,65536,31457280,1,False,2.75,-0.00,6.668,1.571,1103490886,1135.603,441488.8,1148.1,1136.4,1139.7,1130.0,1132.5,1131.8,1132.4,1136.7,1146.8,1121.7,440952.0,441604.0,441860.0,441604.0,441012.0,441424.0,441528.0,441616.0,441896.0,441392.0
23-06-15_12:50:25,lz4,131072,41943040,1,False,6.10,0.24,14.789,3.286,1100870052,1222.056,433796.0,1215.5,1218.1,1218.1,1225.7,1229.4,1229.1,1216.4,1223.9,1228.6,1215.9,433300.0,433380.0,434440.0,434448.0,433112.0,434328.0,433420.0,434480.0,434080.0,432972.0
23-06-15_12:51:15,lz4,131072,31457280,2,False,-1.69,0.24,18.819,-24.112,1100862911,1264.964,556687.2,1256.5,1263.8,1258.1,1272.2,1258.2,1270.8,1274.4,1270.4,1266.4,1258.7,546108.0,546308.0,546076.0,546472.0,572464.0,546352.0,598456.0,546380.0,546320.0,571936.0
23-06-15_12:52:05,lz4,131072,31457280,2,False,-1.40,0.24,19.098,-23.547,1100862911,1267.938,554151.6,1272.1,1276.2,1265.5,1254.5,1264.2,1268.2,1267.6,1262.1,1274.1,1275.0,546536.0,519856.0,546176.0,546092.0,546904.0,598304.0,546336.0,546400.0,546492.0,598420.0
23-06-15_12:52:55,lz4,131072,41943040,1,True,6.15,0.24,14.902,3.312,1100870052,1223.258,433681.6,1225.8,1211.0,1229.1,1232.2,1213.5,1222.6,1226.3,1223.8,1226.0,1222.3,432792.0,434256.0,433296.0,434316.0,433404.0,433560.0,435036.0,433668.0,433788.0,432700.0
23-06-15_12:53:45,lz4,131072,31457280,1,True,6.56,0.24,17.940,1.512,1100862911,1255.605,441756.4,1241.3,1262.1,1260.1,1241.8,1255.7,1252.9,1262.4,1258.6,1264.4,1256.7,441668.0,441864.0,441840.0,441808.0,441572.0,441824.0,442144.0,441716.0,441928.0,441200.0
23-06-15_12:54:32,lz4,65536,31457280,1,False,2.79,-0.00,7.015,1.355,1103490886,1139.294,442460.0,1138.7,1148.3,1134.8,1129.1,1140.3,1130.7,1143.2,1134.1,1142.2,1151.5,441100.0,440952.0,441112.0,441180.0,441216.0,441684.0,441464.0,441252.0,441648.0,452992.0
23-06-15_12:55:25,lz4,262144,31457280,1,True,8.83,0.41,27.858,-1.777,1098921756,1361.197,456507.2,1366.0,1366.2,1351.4,1364.6,1359.5,1358.6,1359.3,1369.1,1361.5,1355.8,445600.0,445908.0,498104.0,445816.0,460484.0,446020.0,446260.0,471532.0,445668.0,459680.0
23-06-15_12:56:14,lz4,131072,31457280,1,False,6.54,0.24,18.467,0.911,1100862911,1261.220,444450.8,1261.9,1250.3,1253.7,1286.1,1243.9,1259.6,1253.2,1262.9,1263.1,1277.4,441412.0,441808.0,441808.0,467940.0,441964.0,441960.0,441960.0,441888.0,441648.0,442120.0
23-06-15_12:57:07,lz4,524288,31457280,1,True,11.37,0.51,33.941,-0.327,1097845581,1425.949,450004.0,1433.6,1418.3,1432.2,1425.9,1427.0,1440.9,1408.0,1418.3,1419.1,1436.3,450044.0,449832.0,449476.0,450160.0,450224.0,450296.0,450020.0,449692.0,450288.0,450008.0
23-06-15_12:57:59,lz4,524288,20971520,1,True,13.30,0.55,35.771,3.568,1097420857,1445.432,432533.6,1434.9,1456.1,1446.2,1440.4,1439.8,1451.4,1440.3,1448.4,1447.4,1449.4,446528.0,429176.0,429136.0,429216.0,446368.0,428704.0,428860.0,429108.0,428932.0,429308.0
23-06-15_12:58:52,lz4,524288,31457280,1,False,11.25,0.51,33.596,-0.367,1097845581,1422.279,450181.6,1436.2,1405.5,1427.5,1437.9,1415.7,1435.9,1402.5,1418.4,1420.8,1422.4,450052.0,450096.0,450248.0,450396.0,449776.0,450232.0,450392.0,449932.0,450392.0,450300.0
23-06-15_12:59:43,lz4,524288,31457280,1,False,11.39,0.51,33.999,-0.336,1097845581,1426.577,450042.8,1429.4,1436.9,1426.7,1411.6,1430.5,1419.4,1435.6,1415.2,1430.6,1429.9,449788.0,450392.0,449688.0,450356.0,450032.0,450084.0,450568.0,449508.0,449948.0,450064.0
23-06-15_13:00:37,lz4,1048576,20971520,1,False,11.20,0.61,37.596,-4.592,1096766788,1464.864,469132.4,1453.5,1475.4,1457.1,1456.1,1479.7,1480.2,1463.1,1458.1,1460.2,1465.1,481532.0,450096.0,482176.0,465632.0,466044.0,465288.0,465988.0,467904.0,481128.0,465536.0
23-06-15_13:01:30,lz4,1048576,20971520,1,False,10.42,0.61,36.786,-6.123,1096766788,1456.240,476001.6,1453.7,1432.3,1458.5,1451.8,1470.1,1482.6,1468.0,1460.9,1438.4,1446.2,483404.0,499512.0,466204.0,467024.0,467220.0,465060.0,467776.0,465432.0,497728.0,480656.0
23-06-15_13:02:21,lz4,524288,20971520,2,False,8.31,0.55,35.303,-10.910,1097420857,1440.449,497474.4,1432.7,1458.4,1448.4,1439.9,1449.8,1441.7,1432.9,1433.7,1434.6,1432.4,497116.0,497728.0,497476.0,497672.0,497076.0,497528.0,497612.0,497664.0,497232.0,497640.0
23-06-15_13:03:13,lz4,524288,31457280,1,False,11.63,0.51,34.712,-0.320,1097845581,1434.161,449970.0,1444.4,1436.2,1428.2,1430.9,1443.1,1424.5,1430.4,1430.6,1441.5,1431.7,450004.0,450124.0,450168.0,450184.0,450000.0,450204.0,449480.0,449692.0,449912.0,449932.0
23-06-15_13:04:06,lz4,262144,20971520,1,True,13.16,0.40,32.812,6.275,1099054779,1413.933,420392.4,1406.5,1412.5,1418.9,1414.9,1417.7,1428.0,1416.9,1415.1,1407.7,1401.3,418508.0,435864.0,418544.0,418900.0,418976.0,418772.0,418800.0,418648.0,418424.0,418488.0
23-06-15_13:04:57,lz4,262144,31457280,1,False,9.58,0.41,28.046,0.279,1098921756,1363.196,447286.0,1369.3,1348.2,1366.8,1352.5,1361.9,1372.7,1365.2,1359.2,1365.6,1370.6,445856.0,445688.0,445472.0,446032.0,445956.0,446044.0,445900.0,445624.0,445840.0,460448.0
23-06-15_13:05:49,lz4,262144,20971520,2,False,9.07,0.40,31.742,-4.928,1099054779,1402.546,470641.6,1402.5,1396.0,1407.8,1365.5,1402.4,1408.7,1413.8,1411.9,1415.9,1400.9,470344.0,470824.0,471008.0,470632.0,470668.0,470580.0,470392.0,470236.0,471016.0,470716.0
23-06-15_13:06:41,lz4,524288,20971520,1,True,13.20,0.55,35.476,3.587,1097420857,1442.297,432449.2,1429.5,1446.6,1437.7,1441.4,1438.7,1451.7,1447.9,1445.4,1439.5,1444.6,428840.0,429124.0,445992.0,429156.0,429136.0,428800.0,429308.0,429056.0,446340.0,428740.0
23-06-15_13:07:33,lz4,524288,31457280,1,False,11.35,0.51,33.851,-0.325,1097845581,1424.992,449993.2,1433.3,1425.5,1416.7,1426.2,1425.7,1407.9,1429.7,1423.1,1432.9,1428.8,450236.0,450136.0,449696.0,450140.0,449804.0,449676.0,450164.0,449940.0,450124.0,450016.0
23-06-15_13:08:28,lz4,1048576,20971520,1,False,11.05,0.61,37.563,-5.027,1096766788,1464.509,471086.4,1473.8,1471.9,1450.7,1472.9,1451.0,1468.2,1467.8,1460.2,1473.6,1455.0,466196.0,466700.0,481304.0,465824.0,481072.0,468032.0,466916.0,465296.0,466908.0,482616.0
23-06-15_13:09:21,lz4,1048576,20971520,1,False,10.24,0.61,37.203,-7.085,1096766788,1460.682,480316.8,1459.2,1475.8,1461.5,1466.1,1453.3,1452.2,1452.1,1463.8,1451.5,1471.3,483952.0,469088.0,451064.0,467584.0,467776.0,497548.0,515504.0,498620.0,498424.0,453608.0
23-06-15_13:10:13,lz4,524288,20971520,2,False,8.14,0.55,34.766,-10.903,1097420857,1434.738,497439.2,1446.5,1430.7,1440.3,1425.6,1421.0,1448.3,1439.2,1434.8,1430.9,1430.1,497740.0,497248.0,497740.0,497480.0,497520.0,497376.0,497132.0,497112.0,497788.0,497256.0
23-06-15_13:11:07,lz4,1048576,20971520,1,False,10.33,0.61,36.972,-6.584,1096766788,1458.219,478069.2,1442.7,1453.6,1466.1,1473.3,1454.2,1448.4,1476.1,1474.3,1446.1,1447.3,499008.0,466336.0,499304.0,468392.0,468092.0,480684.0,451456.0,465136.0,501088.0,481196.0
23-06-15_13:11:59,lz4,524288,31457280,1,False,10.98,0.51,33.917,-1.502,1097845581,1425.695,455274.8,1422.2,1400.8,1427.7,1434.0,1427.2,1415.1,1435.2,1433.9,1438.7,1422.3,450168.0,502216.0,450204.0,450016.0,450040.0,449960.0,449964.0,450088.0,450336.0,449756.0
23-06-15_13:12:52,lz4,524288,20971520,2,False,7.78,0.55,34.078,-11.285,1097420857,1427.417,499152.4,1427.5,1435.8,1419.3,1432.5,1420.0,1425.0,1435.4,1426.4,1432.0,1420.2,514840.0,497564.0,497788.0,497440.0,497224.0,497240.0,497284.0,497608.0,497324.0,497212.0
23-06-15_13:13:43,lz4,524288,31457280,1,False,11.07,0.51,33.039,-0.341,1097845581,1416.353,450066.4,1413.4,1425.8,1419.0,1415.1,1416.0,1425.2,1396.3,1415.8,1423.5,1413.4,449928.0,450004.0,450128.0,449784.0,449984.0,450128.0,450152.0,450220.0,450068.0,450268.0
23-06-15_13:14:36,lz4,1048576,20971520,1,False,10.65,0.61,36.791,-5.450,1096766788,1456.297,472980.0,1459.4,1468.2,1449.8,1473.5,1454.1,1468.2,1436.8,1461.8,1437.4,1453.8,466244.0,465744.0,480488.0,467376.0,468004.0,465952.0,468020.0,466300.0,499072.0,482600.0
23-06-15_13:15:30,lz4,524288,31457280,1,False,11.16,0.51,33.308,-0.331,1097845581,1419.216,450020.4,1422.7,1414.2,1417.6,1427.7,1439.5,1419.7,1414.3,1410.8,1402.4,1423.3,450156.0,449884.0,450404.0,450244.0,449876.0,449232.0,449908.0,450644.0,450028.0,449828.0
23-06-15_13:16:22,lz4,524288,20971520,2,False,7.67,0.55,33.699,-11.225,1097420857,1423.376,498884.0,1424.1,1413.5,1427.5,1405.0,1413.1,1414.1,1435.7,1434.2,1439.1,1427.6,496736.0,497164.0,497140.0,497092.0,497100.0,514168.0,497412.0,497176.0,497524.0,497328.0
23-06-15_13:17:14,lz4,262144,20971520,1,True,13.36,0.40,33.009,6.667,1099054779,1416.034,418634.8,1408.3,1413.3,1414.8,1408.2,1421.1,1422.0,1415.1,1416.8,1419.5,1421.3,418700.0,418832.0,418924.0,418640.0,418284.0,418708.0,418488.0,418444.0,418712.0,418616.0
23-06-15_13:18:05,lz4,262144,20971520,2,False,9.33,0.40,33.290,-5.714,1099054779,1419.021,474167.2,1416.8,1416.0,1415.6,1407.5,1413.1,1424.3,1415.4,1428.3,1420.6,1432.4,470600.0,470716.0,470828.0,505064.0,470540.0,470688.0,470352.0,471072.0,470828.0,470984.0
23-06-15_13:18:57,lz4,524288,20971520,1,False,13.21,0.55,35.079,3.989,1097420857,1438.070,430644.0,1432.5,1444.0,1421.6,1432.3,1441.5,1448.5,1450.2,1429.4,1445.0,1435.8,428996.0,428848.0,429108.0,428972.0,429016.0,446032.0,428960.0,429156.0,428412.0,428940.0
23-06-15_13:19:50,lz4,262144,20971520,2,False,8.13,0.40,30.406,-6.414,1099054779,1388.321,477308.0,1392.8,1373.8,1396.3,1398.5,1398.7,1389.5,1375.6,1380.7,1389.2,1388.1,470560.0,470228.0,470184.0,470072.0,470640.0,470632.0,505144.0,504768.0,470616.0,470236.0
23-06-15_13:20:41,lz4,262144,20971520,2,False,8.73,0.40,31.851,-6.051,1099054779,1403.704,475677.2,1396.4,1406.9,1405.4,1384.7,1419.3,1406.2,1412.1,1393.2,1401.1,1412.0,505148.0,487500.0,470156.0,470796.0,470584.0,470084.0,470420.0,470580.0,470972.0,470532.0
23-06-15_13:21:33,lz4,262144,20971520,2,False,8.44,0.40,31.444,-6.519,1099054779,1399.368,477774.8,1400.2,1406.0,1388.2,1407.8,1406.7,1405.0,1408.1,1389.2,1410.5,1371.9,471008.0,470884.0,505356.0,470884.0,470720.0,471376.0,470920.0,470712.0,470820.0,505068.0
23-06-15_13:22:25,lz4,262144,31457280,1,False,9.46,0.41,27.723,0.247,1098921756,1359.758,447430.0,1366.8,1361.8,1348.0,1361.3,1353.9,1356.5,1352.2,1364.6,1359.0,1373.6,446000.0,446144.0,446488.0,460348.0,446200.0,446032.0,446040.0,445892.0,445632.0,445524.0
23-06-15_13:23:15,lz4,131072,20971520,1,False,9.45,0.24,20.688,7.413,1100875547,1284.863,415286.0,1267.6,1284.7,1283.8,1285.7,1295.1,1300.5,1288.7,1267.6,1291.0,1284.0,415480.0,415300.0,415400.0,415524.0,415316.0,415192.0,414968.0,415460.0,415236.0,414984.0
23-06-15_13:24:07,lz4,262144,20971520,2,False,7.82,0.40,29.478,-6.410,1099054779,1378.443,477288.4,1363.8,1368.6,1387.5,1370.6,1463.6,1344.3,1382.4,1366.9,1355.6,1381.1,470436.0,505396.0,470980.0,469928.0,470380.0,469756.0,470572.0,470112.0,504792.0,470532.0
23-06-15_13:24:59,lz4,262144,31457280,1,False,7.44,0.41,23.895,-2.000,1098921756,1319.002,457509.2,1214.3,1300.8,1294.2,1339.5,1313.4,1343.6,1344.9,1347.3,1353.2,1338.7,445448.0,445528.0,497828.0,445960.0,445896.0,459820.0,445600.0,445688.0,445808.0,497516.0
23-06-15_13:25:51,lz4,262144,31457280,1,False,7.85,0.41,25.382,-2.257,1098921756,1334.828,458660.0,1326.6,1333.4,1327.2,1347.5,1325.1,1348.4,1334.9,1321.6,1349.0,1334.5,445640.0,471360.0,445416.0,458572.0,460000.0,445396.0,445196.0,497760.0,445648.0,471612.0
23-06-15_13:26:44,lz4,524288,20971520,1,False,12.48,0.55,32.504,4.384,1097420857,1410.657,428871.2,1409.1,1416.3,1405.3,1394.2,1382.2,1421.0,1428.8,1417.2,1406.9,1425.5,428780.0,428892.0,428952.0,429040.0,429168.0,428804.0,428444.0,428608.0,429368.0,428656.0
23-06-15_13:27:37,lz4,524288,20971520,1,False,12.81,0.55,33.887,3.987,1097420857,1425.379,430652.4,1410.1,1411.8,1416.7,1442.5,1418.7,1411.7,1436.7,1431.2,1439.9,1434.5,428748.0,428852.0,429048.0,429008.0,429116.0,428784.0,428936.0,446212.0,428788.0,429032.0
23-06-15_13:28:29,lz4,262144,31457280,1,False,7.37,0.41,23.970,-2.273,1098921756,1319.798,458730.4,1341.5,1322.5,1341.1,1326.8,1248.5,1322.6,1320.7,1338.5,1315.0,1320.8,445960.0,445956.0,459304.0,497604.0,445352.0,445592.0,445416.0,459836.0,445448.0,496836.0
23-06-15_13:29:21,lz4,262144,31457280,1,False,8.58,0.41,25.349,-0.023,1098921756,1334.481,448638.4,1338.8,1324.0,1329.2,1332.5,1342.2,1337.7,1352.1,1337.8,1324.3,1326.1,446008.0,445592.0,460756.0,445364.0,446040.0,446292.0,445440.0,459460.0,446072.0,445360.0
23-06-15_13:30:13,lz4,262144,31457280,1,False,7.47,0.41,23.653,-1.657,1098921756,1316.425,455968.8,1291.3,1311.0,1314.7,1329.1,1324.6,1318.3,1320.2,1299.1,1337.1,1319.0,444952.0,470876.0,445752.0,445404.0,445548.0,445924.0,498304.0,445416.0,471444.0,446068.0
23-06-15_13:31:06,lz4,262144,31457280,1,False,8.55,0.41,26.651,-1.417,1098921756,1348.345,454894.4,1319.4,1350.1,1362.9,1341.4,1357.0,1349.9,1356.6,1355.1,1345.3,1345.5,445872.0,445616.0,471800.0,497140.0,445388.0,445860.0,459916.0,445732.0,445972.0,445648.0
23-06-15_13:31:58,lz4,262144,20971520,2,False,8.36,0.40,30.349,-5.656,1099054779,1387.708,473907.6,1403.0,1385.0,1289.8,1380.7,1408.5,1401.8,1406.5,1409.2,1392.3,1400.1,470760.0,470588.0,469936.0,470884.0,470868.0,470312.0,469904.0,470288.0,504932.0,470604.0
23-06-15_13:32:48,lz4,131072,20971520,1,False,9.32,0.24,20.322,7.398,1100875547,1280.959,415355.2,1281.5,1273.7,1273.9,1284.5,1284.7,1284.9,1282.0,1286.5,1277.5,1280.4,415064.0,414940.0,415448.0,415872.0,415528.0,415020.0,415224.0,415336.0,415780.0,415340.0
23-06-15_13:33:40,lz4,262144,31457280,1,False,8.12,0.41,25.342,-1.388,1098921756,1334.406,454764.0,1315.5,1346.5,1349.6,1330.3,1330.4,1267.0,1330.7,1362.7,1355.3,1356.1,497496.0,445968.0,471600.0,445804.0,445928.0,445428.0,445396.0,459328.0,445604.0,445088.0
23-06-15_13:34:32,lz4,262144,31457280,1,False,7.95,0.41,25.793,-2.368,1098921756,1339.206,459159.6,1352.5,1328.5,1344.2,1349.8,1332.9,1339.2,1314.0,1354.8,1336.2,1340.0,445972.0,446304.0,459936.0,446108.0,497628.0,445764.0,497924.0,460024.0,445860.0,446076.0
23-06-15_13:35:23,lz4,524288,20971520,1,False,12.30,0.55,32.757,3.594,1097420857,1413.345,432418.0,1423.9,1424.7,1424.4,1421.7,1426.5,1435.3,1419.2,1418.9,1312.9,1426.0,429144.0,429028.0,429068.0,429040.0,428628.0,428948.0,445992.0,429288.0,446504.0,428540.0
23-06-15_13:36:15,lz4,262144,31457280,1,False,7.69,0.41,25.814,-3.162,1098921756,1339.433,462720.4,1332.9,1339.0,1356.9,1338.3,1346.7,1319.6,1349.7,1351.4,1341.7,1318.3,445644.0,498008.0,445336.0,445168.0,459520.0,497956.0,445964.0,446084.0,445940.0,497584.0
23-06-15_13:37:07,lz4,262144,31457280,1,False,9.60,0.41,28.097,0.298,1098921756,1363.743,447202.4,1371.4,1365.7,1358.9,1357.5,1377.1,1357.0,1364.9,1366.6,1359.7,1358.6,445820.0,445600.0,445800.0,445760.0,459864.0,445900.0,445736.0,445788.0,445840.0,445916.0
23-06-15_13:37:58,lz4,262144,31457280,1,False,9.56,0.41,28.250,0.026,1098921756,1365.362,448422.4,1362.3,1370.4,1371.9,1354.0,1386.9,1359.1,1361.8,1359.8,1358.5,1368.9,445744.0,446552.0,445832.0,445880.0,471888.0,445976.0,446112.0,445040.0,445632.0,445568.0
23-06-15_13:38:49,lz4,262144,20971520,2,False,8.63,0.40,31.591,-6.115,1099054779,1400.939,475963.6,1403.0,1401.1,1400.2,1397.1,1400.2,1401.2,1401.2,1401.6,1407.5,1396.1,488012.0,470148.0,470976.0,471064.0,470804.0,505104.0,470920.0,470492.0,471116.0,471000.0
23-06-15_13:39:41,lz4,262144,20971520,2,False,8.68,0.40,31.741,-6.094,1099054779,1402.531,475872.0,1408.2,1394.0,1406.8,1407.4,1402.1,1401.4,1407.9,1407.4,1398.2,1392.0,470316.0,471024.0,470596.0,470716.0,488052.0,470360.0,471000.0,471072.0,470156.0,505428.0
23-06-15_13:40:34,lz4,262144,31457280,1,False,7.96,0.41,27.209,-3.733,1098921756,1354.282,465280.0,1339.5,1354.2,1360.2,1349.3,1361.6,1353.0,1340.2,1366.7,1358.2,1360.0,498072.0,445884.0,445588.0,497592.0,445268.0,445108.0,497804.0,471932.0,445576.0,459976.0
23-06-15_13:41:26,lz4,524288,20971520,1,True,13.01,0.55,34.912,3.561,1097420857,1436.288,432562.8,1430.9,1434.3,1428.8,1438.9,1448.0,1422.2,1443.2,1445.9,1430.8,1439.8,429012.0,428736.0,429208.0,429448.0,429120.0,446460.0,428916.0,429396.0,446452.0,428880.0
23-06-15_13:42:18,lz4,524288,31457280,1,False,11.15,0.51,33.273,-0.321,1097845581,1418.846,449976.0,1414.7,1408.6,1436.2,1426.3,1422.2,1411.4,1422.8,1421.9,1409.8,1414.6,449608.0,449920.0,450156.0,450068.0,449640.0,449728.0,449920.0,450396.0,450456.0,449868.0
23-06-15_13:43:10,lz4,524288,20971520,2,False,7.91,0.55,34.071,-10.903,1097420857,1427.340,497440.4,1416.9,1430.5,1432.4,1437.2,1426.1,1427.7,1417.4,1431.6,1430.7,1422.9,497512.0,496888.0,497568.0,497052.0,497740.0,497592.0,497520.0,497392.0,497460.0,497680.0
23-06-15_13:44:02,lz4,524288,31457280,1,False,10.98,0.51,32.752,-0.338,1097845581,1413.291,450050.8,1418.9,1397.5,1411.7,1416.7,1412.1,1431.3,1407.4,1402.5,1416.2,1418.6,450172.0,449808.0,450036.0,450408.0,449960.0,449932.0,450008.0,449680.0,450500.0,450004.0
23-06-15_13:44:55,lz4,524288,20971520,2,False,7.89,0.55,34.420,-11.298,1097420857,1431.053,499212.0,1428.1,1429.4,1420.8,1437.8,1437.6,1426.0,1428.3,1434.4,1429.4,1438.6,514468.0,497560.0,497412.0,496804.0,497268.0,497776.0,497732.0,497360.0,497952.0,497788.0
23-06-15_13:45:48,lz4,524288,20971520,2,False,8.06,0.55,34.525,-10.894,1097420857,1432.171,497402.4,1436.2,1428.9,1430.1,1435.1,1436.0,1436.5,1421.1,1431.6,1427.7,1438.5,497240.0,497264.0,497540.0,497420.0,496932.0,497748.0,497584.0,497432.0,497448.0,497416.0
23-06-15_13:46:40,lz4,262144,20971520,1,True,13.28,0.40,32.756,6.669,1099054779,1413.340,418622.4,1413.0,1406.1,1423.5,1417.2,1424.9,1402.6,1404.9,1405.1,1417.0,1419.0,418520.0,418704.0,419060.0,418920.0,418496.0,418260.0,418140.0,418356.0,418880.0,418888.0
23-06-15_13:47:32,lz4,262144,20971520,2,False,8.46,0.40,31.836,-6.866,1099054779,1403.545,479335.2,1395.9,1405.6,1407.4,1397.0,1400.9,1410.0,1407.2,1414.5,1385.1,1411.7,470580.0,470528.0,470864.0,505796.0,470732.0,470216.0,488368.0,470432.0,505324.0,470512.0
23-06-15_13:48:23,lz4,131072,20971520,1,False,10.00,0.24,22.438,7.318,1100875547,1303.493,415711.2,1306.6,1303.2,1305.4,1295.0,1304.8,1311.6,1314.7,1282.8,1309.8,1301.1,415952.0,415696.0,416076.0,415816.0,415680.0,415788.0,415000.0,415740.0,415776.0,415588.0
23-06-15_13:49:15,lz4,262144,20971520,2,False,8.04,0.40,31.724,-7.998,1099054779,1402.349,484409.6,1407.1,1396.7,1414.9,1402.2,1413.0,1399.6,1417.1,1399.2,1374.4,1399.2,470184.0,505308.0,470240.0,470752.0,470104.0,470896.0,505616.0,470468.0,505340.0,505188.0
