time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-16_18:28:36,lz4,31457280,262144,1,False,8.39,0.41,26.244,-1.484,1098921756,1350.092,454205.2,1355.6,1348.6,1366.8,1350.1,1322.1,1352.6,1357.7,1344.4,1343.4,1359.6,446120.0,446168.0,460240.0,446172.0,498004.0,446312.0,460312.0,446304.0,445844.0,446576.0
23-06-16_18:29:28,lz4,31457280,262144,1,False,9.93,0.41,29.657,-0.287,1098921756,1386.585,448847.2,1385.8,1397.4,1392.0,1378.3,1380.8,1396.5,1377.0,1376.1,1408.5,1373.5,446308.0,459796.0,459624.0,446108.0,446028.0,446044.0,445920.0,445832.0,446324.0,446488.0
23-06-16_18:30:19,lz4,20971520,262144,2,False,9.48,0.40,34.041,-6.001,1099054779,1433.478,474418.8,1436.7,1434.5,1433.1,1441.8,1438.4,1437.7,1417.0,1436.4,1427.9,1431.3,470916.0,471088.0,470740.0,471072.0,470732.0,470724.0,506004.0,471084.0,471012.0,470816.0
23-06-16_18:31:11,lz4,31457280,262144,1,False,9.21,0.41,29.204,-2.001,1098921756,1381.750,456518.0,1395.1,1378.2,1370.0,1359.5,1379.3,1394.2,1392.7,1391.2,1388.7,1368.6,446012.0,446028.0,446016.0,498048.0,445996.0,446052.0,446396.0,446380.0,446108.0,498144.0
23-06-16_18:32:03,lz4,20971520,524288,1,True,13.12,0.55,34.696,4.100,1097420857,1440.482,429210.8,1430.5,1431.4,1426.7,1432.6,1425.4,1538.1,1426.5,1430.9,1431.6,1431.0,429320.0,429332.0,429056.0,429476.0,429056.0,429020.0,429116.0,429212.0,429116.0,429404.0
23-06-16_18:32:55,lz4,20971520,524288,2,False,7.67,0.55,33.648,-11.176,1097420857,1429.270,497582.0,1434.3,1427.2,1429.0,1417.4,1421.7,1435.1,1438.4,1438.9,1431.2,1419.6,497328.0,497792.0,497728.0,497540.0,497980.0,497668.0,497220.0,497664.0,497376.0,497524.0
23-06-16_18:33:46,lz4,31457280,524288,1,False,10.15,0.51,32.302,-2.361,1097845581,1414.872,458128.8,1411.9,1415.2,1418.4,1421.9,1421.6,1403.9,1386.7,1409.8,1425.4,1433.9,476668.0,449932.0,450388.0,450116.0,450404.0,450112.0,502292.0,450408.0,450600.0,450368.0
23-06-16_18:34:38,lz4,20971520,1048576,1,False,9.74,0.61,35.917,-7.291,1096766788,1453.540,480194.8,1467.5,1443.3,1473.7,1445.2,1468.3,1449.9,1432.3,1457.5,1468.8,1428.8,483224.0,468208.0,467268.0,499452.0,466748.0,499188.0,499340.0,450480.0,466752.0,501288.0
23-06-16_18:35:30,lz4,20971520,1048576,1,False,11.02,0.61,36.406,-3.942,1096766788,1458.765,465203.2,1457.8,1453.7,1461.5,1444.0,1469.9,1454.6,1469.0,1452.0,1461.6,1463.4,466208.0,466840.0,449680.0,499988.0,466416.0,483424.0,450852.0,466632.0,451416.0,450576.0
23-06-16_18:36:22,lz4,20971520,524288,2,False,7.57,0.55,33.378,-11.209,1097420857,1426.388,497730.4,1413.4,1432.2,1423.7,1429.4,1423.4,1433.0,1426.0,1425.1,1427.9,1429.8,497900.0,497828.0,497628.0,497808.0,497788.0,497572.0,497584.0,497472.0,497672.0,498052.0
23-06-16_18:37:14,lz4,20971520,262144,1,True,13.92,0.40,34.986,6.378,1099054779,1443.574,419015.2,1447.5,1437.5,1442.2,1445.4,1426.9,1447.3,1439.7,1433.9,1470.3,1445.1,418988.0,419164.0,418980.0,418984.0,419180.0,418816.0,419076.0,418992.0,418972.0,419000.0
23-06-16_18:38:05,lz4,20971520,262144,2,False,10.11,0.40,35.518,-5.581,1099054779,1449.264,472540.8,1461.8,1431.2,1429.2,1460.4,1457.5,1452.9,1464.4,1439.2,1443.5,1452.6,470996.0,470824.0,487992.0,470524.0,470800.0,470812.0,470728.0,470740.0,470720.0,471272.0
23-06-16_18:38:55,lz4,31457280,262144,1,False,8.04,0.41,26.616,-2.907,1098921756,1354.071,460571.2,1349.2,1377.6,1346.8,1356.1,1341.1,1353.3,1363.9,1350.4,1358.3,1344.2,446304.0,471852.0,460188.0,446212.0,497804.0,446236.0,446268.0,498600.0,446316.0,445932.0
23-06-16_18:39:46,lz4,20971520,262144,2,False,9.78,0.40,35.670,-6.737,1099054779,1450.895,477713.2,1454.0,1465.1,1396.9,1466.0,1457.7,1460.7,1478.5,1436.7,1420.7,1472.6,470544.0,471004.0,471012.0,471016.0,470440.0,470804.0,470728.0,505428.0,505336.0,470820.0
23-06-16_18:40:36,lz4,20971520,131072,1,False,10.56,0.24,24.322,7.107,1100875547,1329.536,415752.4,1324.4,1318.7,1337.1,1334.1,1332.2,1334.6,1332.2,1330.1,1333.5,1318.5,415964.0,415892.0,416168.0,415568.0,415884.0,415524.0,415648.0,415708.0,415696.0,415472.0
23-06-16_18:41:27,lz4,31457280,262144,1,False,9.97,0.41,30.094,-0.584,1098921756,1391.265,450174.8,1382.2,1419.2,1379.4,1403.4,1382.5,1398.1,1405.1,1387.0,1383.7,1372.1,446308.0,460704.0,446088.0,446040.0,446292.0,445884.0,472184.0,446304.0,445832.0,446112.0
23-06-16_18:42:17,lz4,20971520,262144,2,False,8.05,0.40,30.515,-6.754,1099054779,1395.770,477790.4,1385.8,1388.0,1391.7,1398.1,1374.2,1384.2,1412.9,1412.5,1398.7,1411.7,505400.0,470732.0,471268.0,471008.0,471016.0,505344.0,470516.0,471168.0,470728.0,470724.0
23-06-16_18:43:08,lz4,31457280,262144,1,False,10.03,0.41,30.245,-0.583,1098921756,1392.877,450170.4,1390.9,1408.2,1391.5,1377.0,1379.3,1385.0,1404.6,1377.0,1412.7,1402.6,446028.0,460020.0,446476.0,445968.0,446296.0,446380.0,446312.0,471952.0,446136.0,446136.0
23-06-16_18:43:58,lz4,20971520,262144,2,False,8.56,0.40,32.433,-7.148,1099054779,1416.272,479554.4,1419.4,1435.4,1413.5,1435.7,1427.5,1415.7,1433.0,1354.3,1403.6,1424.5,470712.0,470920.0,470624.0,488368.0,471268.0,471008.0,470804.0,505632.0,505288.0,470920.0
23-06-16_18:44:46,lz4,20971520,131072,1,False,11.58,0.24,27.398,7.117,1100875547,1362.428,415708.4,1354.9,1365.7,1364.8,1355.8,1368.4,1372.3,1360.9,1353.0,1354.3,1374.2,415500.0,415584.0,415408.0,415684.0,415676.0,415272.0,415884.0,415972.0,416236.0,415868.0
23-06-16_18:45:34,lz4,20971520,131072,1,False,9.14,0.24,20.086,7.084,1100875547,1284.233,415856.0,1280.5,1284.6,1290.8,1268.0,1277.2,1295.9,1289.4,1290.3,1289.0,1276.8,415692.0,415884.0,416148.0,415968.0,415672.0,415960.0,415780.0,415976.0,415700.0,415780.0
23-06-16_18:46:24,lz4,20971520,131072,1,False,11.87,0.24,28.299,7.087,1100875547,1372.064,415843.6,1390.0,1315.1,1358.9,1373.1,1384.5,1382.1,1384.7,1388.4,1358.7,1385.0,415684.0,415696.0,416404.0,415880.0,416168.0,415676.0,415496.0,415968.0,416036.0,415428.0
23-06-16_18:47:15,lz4,20971520,524288,1,True,12.89,0.55,34.044,4.085,1097420857,1433.501,429278.0,1432.6,1434.0,1433.6,1435.6,1437.9,1442.0,1428.4,1434.7,1435.5,1420.7,429580.0,428924.0,429124.0,429300.0,429844.0,429400.0,428808.0,429208.0,429196.0,429396.0
23-06-16_18:48:07,lz4,20971520,524288,2,False,7.36,0.55,33.093,-11.548,1097420857,1423.334,499246.4,1424.5,1427.2,1426.4,1410.0,1424.5,1429.3,1429.0,1402.8,1430.4,1429.3,514564.0,497472.0,497744.0,497504.0,497532.0,497516.0,497540.0,497416.0,497760.0,497416.0
23-06-16_18:48:57,lz4,20971520,262144,1,False,12.63,0.40,31.097,6.394,1099054779,1401.988,418945.6,1400.2,1398.0,1398.7,1400.5,1399.2,1394.2,1411.2,1407.4,1399.0,1411.5,419252.0,419176.0,418932.0,418716.0,419204.0,418800.0,418576.0,418976.0,419096.0,418728.0
23-06-16_18:49:48,lz4,31457280,524288,1,False,11.08,0.51,33.672,-0.947,1097845581,1429.527,451801.2,1427.6,1423.8,1435.7,1431.8,1424.7,1422.7,1422.7,1445.1,1437.0,1424.2,450372.0,450120.0,450452.0,450392.0,450396.0,450104.0,450376.0,449824.0,465560.0,450416.0
23-06-16_18:50:39,lz4,31457280,524288,1,False,10.81,0.51,32.534,-0.611,1097845581,1417.358,450295.6,1423.3,1407.5,1414.1,1420.7,1409.2,1413.1,1431.5,1432.8,1404.5,1416.9,449916.0,450400.0,450472.0,450204.0,450400.0,450312.0,450124.0,450268.0,450656.0,450204.0
23-06-16_18:51:31,lz4,31457280,524288,1,False,11.17,0.51,33.615,-0.615,1097845581,1428.913,450313.6,1428.5,1418.0,1435.8,1426.6,1423.4,1437.9,1437.0,1429.2,1424.2,1428.6,450672.0,450680.0,450072.0,449940.0,450112.0,450112.0,450448.0,450600.0,450120.0,450380.0
23-06-16_18:52:23,lz4,20971520,1048576,1,False,10.32,0.61,35.750,-5.387,1096766788,1451.749,471670.0,1455.0,1459.2,1445.1,1462.4,1432.7,1443.0,1453.0,1455.0,1457.6,1454.5,451612.0,466764.0,466388.0,466732.0,499720.0,498360.0,466684.0,468104.0,465548.0,466788.0
