time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-17_07:11:45,zstd,31457280,1048576,1,False,13.00,20.73,11.971,6.290,864908320,1204.256,462517.2,1212.2,1181.4,1211.6,1228.4,1192.1,1201.6,1207.4,1207.5,1200.2,1200.1,467220.0,465476.0,447676.0,465476.0,447040.0,466256.0,466540.0,466160.0,466636.0,466692.0
23-06-17_07:13:13,zstd,20971520,524288,1,False,15.37,20.74,13.359,12.029,864817156,1219.177,434190.8,1216.3,1251.5,1219.3,1210.8,1211.1,1221.5,1215.9,1218.8,1221.1,1205.5,425776.0,437620.0,438196.0,426004.0,425504.0,438192.0,437624.0,437904.0,437664.0,437424.0
23-06-17_07:14:44,zstd,31457280,1048576,1,False,13.71,20.73,12.607,7.808,864908320,1211.097,455024.0,1203.4,1232.3,1198.6,1206.2,1222.0,1219.5,1221.7,1210.8,1211.6,1184.9,466548.0,447140.0,448404.0,447912.0,465196.0,446824.0,447112.0,448440.0,465928.0,466736.0
23-06-17_07:16:17,zstd,20971520,2097152,1,True,19.10,20.77,20.431,16.097,864455682,1295.244,414109.2,1291.9,1289.1,1294.1,1292.3,1302.2,1289.9,1294.2,1296.5,1301.7,1300.6,413888.0,413660.0,412180.0,412676.0,413204.0,412680.0,413172.0,412868.0,412960.0,423804.0
23-06-17_07:17:51,zstd,31457280,2097152,1,False,15.73,20.72,18.277,8.210,865028901,1272.070,453038.4,1270.7,1275.9,1274.1,1273.9,1265.6,1267.8,1273.5,1271.7,1272.5,1275.1,453460.0,453780.0,452900.0,452660.0,451712.0,452912.0,452664.0,454676.0,452824.0,452796.0
23-06-17_07:19:23,zstd,31457280,2097152,1,False,15.82,20.72,18.434,8.306,865028901,1273.757,452564.0,1281.2,1270.9,1265.4,1274.1,1262.3,1280.1,1280.4,1276.4,1278.6,1268.4,453108.0,452644.0,452900.0,451740.0,452916.0,451820.0,452236.0,451948.0,453700.0,452628.0
23-06-17_07:20:58,zstd,31457280,2097152,1,False,16.05,20.72,19.236,8.211,865028901,1282.390,453036.0,1274.2,1276.9,1285.9,1277.6,1285.1,1278.8,1284.1,1285.6,1300.4,1275.4,455192.0,452288.0,453356.0,452672.0,452292.0,454696.0,451752.0,454088.0,452028.0,451996.0
23-06-17_07:22:32,zstd,31457280,2097152,1,False,15.53,20.72,17.615,8.264,865028901,1264.954,452772.0,1260.6,1273.6,1258.5,1260.1,1257.0,1272.7,1264.5,1269.2,1269.3,1264.1,453148.0,451580.0,452712.0,452704.0,452440.0,453960.0,453164.0,452100.0,453060.0,452852.0
23-06-17_07:24:08,zstd,31457280,2097152,1,False,15.74,20.72,18.237,8.268,865028901,1271.647,452752.4,1261.2,1275.2,1264.9,1269.2,1276.0,1273.5,1267.6,1272.7,1282.9,1273.1,453488.0,452720.0,453596.0,452416.0,452916.0,452444.0,452340.0,452856.0,452316.0,452432.0
23-06-17_07:25:42,zstd,20971520,2097152,2,False,17.20,20.77,19.454,11.376,864455682,1284.727,437412.0,1281.3,1279.0,1285.8,1283.0,1289.0,1293.8,1288.0,1282.0,1293.7,1271.6,435396.0,446080.0,434952.0,446076.0,434952.0,435384.0,435216.0,435312.0,435616.0,435136.0
23-06-17_07:27:16,zstd,20971520,2097152,2,False,17.58,20.77,20.163,11.818,864455682,1292.359,435232.4,1285.5,1277.8,1297.6,1298.5,1287.6,1299.1,1295.9,1304.2,1296.6,1280.6,435328.0,435320.0,435324.0,435144.0,435132.0,435800.0,435036.0,435148.0,434948.0,435144.0
23-06-17_07:28:48,zstd,31457280,2097152,1,False,15.63,20.72,17.962,8.226,865028901,1268.680,452960.8,1270.1,1270.8,1268.4,1267.0,1264.8,1272.6,1268.3,1256.2,1276.8,1271.9,451744.0,453296.0,452708.0,453112.0,452860.0,453296.0,453620.0,452672.0,453820.0,452480.0
23-06-17_07:30:21,zstd,20971520,2097152,2,False,17.55,20.77,20.276,11.613,864455682,1293.577,436244.8,1285.9,1292.5,1291.9,1283.8,1294.9,1292.8,1301.0,1310.0,1304.2,1278.9,435328.0,435344.0,434948.0,434956.0,435224.0,434952.0,434944.0,435328.0,435148.0,446276.0
23-06-17_07:31:55,zstd,31457280,2097152,1,False,15.69,20.72,18.108,8.256,865028901,1270.250,452812.8,1274.9,1275.5,1268.7,1264.7,1274.8,1275.3,1271.9,1273.3,1259.7,1263.6,452920.0,452860.0,452880.0,452900.0,453428.0,451668.0,452176.0,453700.0,452520.0,453076.0
23-06-17_07:33:28,zstd,20971520,2097152,2,False,17.62,20.77,20.511,11.566,864455682,1296.097,436472.4,1295.2,1293.6,1299.0,1298.1,1296.5,1287.4,1299.9,1287.6,1300.3,1303.3,435336.0,435332.0,446552.0,435400.0,435608.0,435280.0,435532.0,435228.0,435148.0,435308.0
23-06-17_07:35:00,zstd,31457280,2097152,1,False,15.75,20.72,18.277,8.249,865028901,1272.077,452848.4,1274.5,1260.3,1275.0,1275.1,1275.0,1271.2,1275.7,1270.2,1270.5,1273.2,452360.0,452700.0,452672.0,452604.0,452548.0,453048.0,453500.0,453048.0,452484.0,453520.0
23-06-17_07:36:34,zstd,31457280,2097152,1,False,15.79,20.72,18.393,8.255,865028901,1273.321,452816.0,1269.8,1280.9,1280.0,1273.5,1270.3,1271.0,1272.6,1270.3,1274.0,1270.8,452920.0,451660.0,452536.0,454120.0,455168.0,452740.0,453128.0,451772.0,451932.0,452184.0
23-06-17_07:38:08,zstd,31457280,2097152,1,False,15.57,20.72,17.821,8.166,865028901,1267.170,453256.8,1263.3,1258.3,1272.6,1269.4,1261.1,1267.3,1272.2,1265.9,1274.8,1266.9,454004.0,453592.0,454576.0,452560.0,452848.0,454420.0,452632.0,453012.0,452944.0,451980.0
23-06-17_07:39:41,zstd,31457280,2097152,1,False,15.77,20.72,18.405,8.177,865028901,1273.446,453200.0,1272.8,1264.4,1274.4,1272.1,1270.9,1278.5,1274.3,1282.9,1276.6,1267.5,454148.0,454548.0,452296.0,453400.0,452720.0,453076.0,452552.0,453408.0,453336.0,452516.0
23-06-17_07:41:14,zstd,31457280,2097152,1,False,15.52,20.72,17.669,8.183,865028901,1265.529,453170.0,1269.7,1261.5,1276.8,1261.4,1271.5,1256.9,1261.4,1264.8,1272.1,1259.2,454480.0,451840.0,452544.0,453428.0,454676.0,453440.0,454268.0,452616.0,452480.0,451928.0
23-06-17_07:42:47,zstd,20971520,2097152,2,False,17.65,20.77,20.377,11.819,864455682,1294.659,435225.6,1292.3,1288.1,1298.2,1292.7,1299.1,1292.7,1296.8,1291.5,1289.7,1305.6,435136.0,435328.0,435488.0,435204.0,435036.0,434952.0,434952.0,435292.0,435676.0,435192.0
23-06-17_07:44:19,zstd,20971520,2097152,2,False,17.59,20.77,20.178,11.828,864455682,1292.521,435182.4,1300.2,1288.1,1274.5,1281.3,1287.9,1293.8,1305.8,1291.9,1303.2,1298.5,435144.0,434944.0,435340.0,435404.0,434952.0,435200.0,435336.0,435340.0,434856.0,435308.0
23-06-17_07:45:50,zstd,20971520,1048576,1,True,19.08,20.77,20.132,16.353,864455682,1292.028,412848.0,1293.1,1294.6,1285.7,1299.0,1288.6,1298.1,1287.9,1293.7,1288.2,1291.5,413860.0,412688.0,412372.0,413084.0,413536.0,412568.0,412928.0,412700.0,412292.0,412452.0
23-06-17_07:47:23,zstd,20971520,2097152,1,False,18.80,20.77,19.771,15.850,864455682,1288.143,415329.6,1302.7,1280.8,1286.5,1279.0,1290.4,1285.3,1289.4,1289.4,1288.4,1289.6,412772.0,434944.0,412880.0,414180.0,413064.0,412968.0,413248.0,413044.0,413132.0,413064.0
23-06-17_07:48:51,zstd,20971520,524288,1,False,15.35,20.74,13.022,12.280,864817156,1215.555,432948.8,1216.8,1213.1,1210.5,1208.2,1210.4,1217.3,1213.0,1231.0,1207.2,1228.2,438204.0,438096.0,438500.0,437620.0,425416.0,437132.0,425820.0,425232.0,437544.0,425924.0
23-06-17_07:50:23,zstd,20971520,1048576,2,False,17.48,20.77,20.314,11.362,864455682,1293.986,437481.2,1298.2,1293.8,1294.5,1292.3,1297.4,1303.2,1285.5,1285.5,1294.4,1295.0,434824.0,435036.0,435324.0,435396.0,435324.0,435328.0,435148.0,446744.0,446088.0,435600.0
23-06-17_07:51:57,zstd,20971520,1048576,2,False,17.46,20.77,20.015,11.590,864455682,1290.762,436355.6,1286.6,1286.9,1289.0,1292.1,1296.5,1298.9,1293.3,1272.3,1293.9,1298.2,435348.0,435224.0,435396.0,435524.0,435592.0,435040.0,434952.0,435048.0,434952.0,446480.0
