time,Compression Type,Cluster Size,Page Size,Cluster Bunch,accepted,performance(%),size_decrease(%),throughput_increase(%),memory_usage_decrease(%),size(MB),mean_throughput(MB/s),mean_memory_usage,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,memory_usage_0,memory_usage_1,memory_usage_2,memory_usage_3,memory_usage_4,memory_usage_5,memory_usage_6,memory_usage_7,memory_usage_8,memory_usage_9
23-06-17_12:25:30,lz4,419430400,2097152,1,False,32.98,4.25,87.358,7.330,3317583713,1053.342,385464.8,1070.6,1030.9,1041.7,1023.0,1082.7,1015.1,1072.6,1052.2,1076.0,1068.5,385696.0,385228.0,385420.0,385684.0,385420.0,385688.0,385000.0,385492.0,385608.0,385412.0
23-06-17_12:30:31,lz4,419430400,524288,1,False,35.76,3.70,95.777,7.792,3336617215,1100.673,383544.8,1086.0,1089.8,1118.3,1097.7,1073.1,1087.7,1116.7,1080.7,1147.9,1108.8,383876.0,383960.0,383112.0,383312.0,383780.0,383496.0,383220.0,383504.0,383496.0,383692.0
23-06-17_12:35:36,lz4,419430400,1048576,2,False,36.76,4.08,99.820,6.390,3323400334,1123.406,389372.8,1103.0,1104.7,1146.9,1116.2,1116.3,1118.8,1198.1,1117.7,1106.1,1106.2,389452.0,389440.0,389536.0,389256.0,389248.0,389256.0,389332.0,389508.0,389256.0,389444.0
23-06-17_12:40:39,lz4,314572800,1048576,1,False,34.35,4.03,91.477,7.527,3325032047,1076.501,384645.6,1086.0,1072.6,1077.7,1074.0,1120.5,1071.1,1070.6,1074.0,1060.9,1057.6,384728.0,384644.0,384448.0,384708.0,384260.0,384832.0,385116.0,384904.0,384364.0,384452.0
23-06-17_12:45:53,lz4,419430400,1048576,2,False,36.47,4.08,98.950,6.372,3323400334,1118.512,389450.8,1129.5,1132.1,1117.8,1137.1,1101.9,1117.5,1113.6,1134.5,1085.8,1115.4,389444.0,389256.0,389396.0,389064.0,389444.0,389504.0,389988.0,389532.0,389244.0,389636.0
23-06-17_12:50:59,lz4,419430400,1048576,2,False,36.84,4.08,100.087,6.369,3323400334,1124.904,389463.2,1115.3,1110.3,1134.6,1120.8,1119.5,1090.0,1120.7,1132.0,1114.9,1191.1,389716.0,389256.0,389532.0,389256.0,389704.0,389248.0,389536.0,389452.0,389440.0,389492.0
23-06-17_12:56:04,lz4,419430400,2097152,1,True,37.83,4.25,101.932,7.312,3317583713,1135.276,385538.4,1122.8,1133.0,1130.5,1150.5,1131.6,1107.7,1197.6,1136.4,1120.1,1122.5,385872.0,385600.0,385416.0,385484.0,385760.0,385500.0,385140.0,385416.0,385604.0,385592.0
23-06-17_13:01:17,lz4,419430400,2097152,2,False,33.96,4.25,91.457,6.169,3317583713,1076.385,390293.6,1094.0,1064.3,1077.8,1052.6,1067.8,1056.5,1075.1,1060.5,1107.1,1108.3,390220.0,390212.0,390220.0,390224.0,390600.0,390400.0,390216.0,390220.0,390408.0,390216.0
23-06-17_13:06:20,lz4,314572800,2097152,1,False,36.24,4.19,97.288,7.261,3319719734,1109.170,385752.8,1089.1,1116.3,1092.4,1114.2,1113.4,1106.9,1125.0,1115.4,1104.7,1114.3,385692.0,385616.0,385692.0,385764.0,385880.0,385600.0,386088.0,385184.0,385936.0,386076.0
23-06-17_13:11:22,lz4,314572800,2097152,1,False,34.88,4.19,93.190,7.256,3319719734,1086.130,385771.6,1062.4,1081.0,1078.4,1096.2,1085.8,1139.2,1096.0,1076.1,1067.2,1079.1,385876.0,385876.0,385868.0,385940.0,385612.0,385416.0,386144.0,385432.0,385688.0,385864.0
23-06-17_13:16:24,lz4,419430400,2097152,2,False,35.93,4.25,97.397,6.155,3317583713,1109.781,390352.4,1101.0,1118.7,1086.6,1097.0,1106.8,1111.1,1154.6,1120.5,1120.6,1081.0,390212.0,390316.0,390488.0,390564.0,390204.0,390212.0,390688.0,390216.0,390220.0,390404.0
23-06-17_13:21:28,lz4,524288000,2097152,1,False,35.45,4.30,95.482,6.583,3315830816,1099.017,388572.4,1084.3,1109.1,1094.1,1083.9,1143.5,1107.7,1112.6,1085.7,1084.3,1084.9,388756.0,388668.0,388196.0,388952.0,388496.0,388296.0,388676.0,388444.0,388556.0,388684.0
23-06-17_13:26:32,lz4,419430400,2097152,2,False,33.03,4.25,88.713,6.133,3317583713,1060.959,390442.0,1051.2,1058.9,1039.8,1138.0,1042.4,1060.3,1072.4,1050.8,1037.4,1058.1,390408.0,390060.0,390416.0,390212.0,390696.0,390504.0,390688.0,390468.0,390476.0,390492.0
23-06-17_13:31:36,lz4,419430400,1048576,1,True,37.87,4.08,102.533,6.987,3323400334,1138.659,386890.0,1135.0,1156.5,1186.0,1141.2,1131.5,1118.7,1134.8,1134.4,1127.9,1120.4,386952.0,386952.0,386840.0,387036.0,386756.0,386996.0,386756.0,386836.0,387028.0,386748.0
